Suburb,States,Postcode,Longitude,Lattitude
LODDON VALE,Vic,3575,143.95,-36
LOGAN,Vic,3475,143.49,-36.62
LONDRIGAN,Vic,3678,146.42,-36.34
LONG FOREST,Vic,3340,144.51,-37.67
LONG GULLY,Vic,3550,144.26,-36.74
LONGERENONG,Vic,3401,142.33,-36.69
LONGFORD,Vic,3851,147.09,-38.16
LONGLEA,Vic,3551,144.43,-36.77
LONGWARRY,Vic,3816,145.77,-38.11
LONGWARRY NORTH,Vic,3816,145.76,-38.09
LONGWOOD,Vic,3665,145.43,-36.81
LONGWOOD EAST,Vic,3666,145.45,-36.84
LORNE,Vic,3232,143.98,-38.54
LORQUON,Vic,3418,141.76,-36.16
LOVELY BANKS,Vic,3221,144.34,-38.08
LOWER MOIRA,Vic,3639,145,-36.07
LOWER NORTON,Vic,3401,142.08,-36.79
LOWER PLENTY,Vic,3093,145.11,-37.73
LOY YANG,Vic,3844,146.59,-38.25
LUBECK,Vic,3385,142.55,-36.75
LUCKNOW,Vic,3875,147.65,-37.82
LUCYVALE,Vic,3691,147.62,-36.28
LURG,Vic,3673,146.13,-36.59
LYAL,Vic,3444,144.49,-36.96
LYNBROOK,Vic,3975,145.26,-38.05
LYNDHURST,Vic,3975,145.24,-38.05
LYONS,Vic,3304,141.46,-38.01
LYONVILLE,Vic,3461,144.26,-37.39
LYSTERFIELD,Vic,3156,145.3,-37.93
LYSTERFIELD SOUTH,Vic,3156,145.27,-37.96
MACARTHUR,Vic,3286,142,-38.03
MACCLESFIELD,Vic,3782,145.48,-37.89
MACEDON,Vic,3440,144.56,-37.42
MACKS CREEK,Vic,3971,146.64,-38.47
MACLEOD,Vic,3085,145.07,-37.73
MACORNA,Vic,3579,144.03,-35.92
MACORNA NORTH,Vic,3568,144.09,-35.85
MACS COVE,Vic,3723,146.15,-37.21
MADALYA,Vic,3971,146.47,-38.5
MADDINGLEY,Vic,3340,144.43,-37.69
MAFEKING,Vic,3379,142.58,-37.38
MAFFRA,Vic,3860,146.98,-37.97
MAFFRA WEST UPPER,Vic,3859,146.83,-37.88
MAGPIE,Vic,3352,143.84,-37.63
MAIDEN GULLY,Vic,3551,144.22,-36.75
MAIDSTONE,Vic,3012,144.88,-37.79
MAILORS FLAT,Vic,3275,142.47,-38.29
MAIN LEAD,Vic,3373,143.37,-37.38
MAIN RIDGE,Vic,3928,144.97,-38.4
MAINDAMPLE,Vic,3723,145.95,-37.03
MAINTONGOON,Vic,3714,145.78,-37.13
MAJOR PLAINS,Vic,3725,145.79,-36.37
MAJORCA,Vic,3465,143.8,-37.11
MALDON,Vic,3463,144.07,-37
MALLACOOTA,Vic,3892,149.76,-37.56
MALMSBURY,Vic,3446,144.38,-37.19
MALVERN,Vic,3144,145.03,-37.86
MALVERN EAST,Vic,3145,145.04,-37.88
MAMBOURIN,Vic,3024,144.55,-37.92
MANANGATANG,Vic,3546,142.88,-35.05
MANDURANG,Vic,3551,144.29,-36.82
MANDURANG SOUTH,Vic,3551,144.28,-36.86
MANGALORE,Vic,3663,145.16,-36.94
MANIFOLD HEIGHTS,Vic,3218,144.34,-38.14
MANNERIM,Vic,3222,144.59,-38.22
MANNIBADAR,Vic,3360,143.48,-37.76
MANNS BEACH,Vic,3971,146.78,-38.64
MANORINA,Vic,3889,148.79,-37.67
MANSFIELD,Vic,3722,146.09,-37.05
MARAMINGO CREEK,Vic,3891,149.63,-37.41
MARCUS HILL,Vic,3222,144.58,-38.24
MARDAN,Vic,3953,146.13,-38.45
MARENGO,Vic,3233,143.66,-38.78
MARIBYRNONG,Vic,3032,144.89,-37.77
MARIONVALE,Vic,3634,145.56,-36.26
MARKWOOD,Vic,3678,146.5,-36.46
MARLBED,Vic,3483,142.86,-35.82
MARLO,Vic,3888,148.53,-37.8
MARNOO,Vic,3387,142.87,-36.67
MARNOO EAST,Vic,3477,142.96,-36.67
MARNOO WEST,Vic,3387,142.78,-36.71
MARONG,Vic,3515,144.13,-36.74
MAROONA,Vic,3377,142.86,-37.44
MARRAWEENEY,Vic,3669,145.75,-36.75
MARSHALL,Vic,3216,144.36,-38.2
MARTHAVALE,Vic,3875,147.53,-37.45
MARUNGI,Vic,3634,145.53,-36.19
MARYBOROUGH,Vic,3465,143.74,-37.05
MARYKNOLL,Vic,3812,145.6,-38.04
MARYSVILLE,Vic,3779,145.75,-37.51
MARYVALE,Vic,3840,146.43,-38.17
MASSEY,Vic,3482,142.86,-36.22
MATLOCK,Vic,3723,146.22,-37.6
MAUDE,Vic,3331,144.17,-37.96
MCCRAE,Vic,3938,144.93,-38.35
MCINTYRE,Vic,3472,143.69,-36.68
MCKENZIE CREEK,Vic,3401,142.17,-36.78
MCKENZIE HILL,Vic,3451,144.18,-37.07
MCKINNON,Vic,3204,145.04,-37.91
MCLOUGHLINS BEACH,Vic,3874,146.89,-38.6
MCMAHONS CREEK,Vic,3799,145.83,-37.7
MCMILLANS,Vic,3568,144.16,-35.83
MEAD,Vic,3568,144.12,-35.81
MEADOW CREEK,Vic,3678,146.45,-36.59
MEADOW HEIGHTS,Vic,3048,144.92,-37.65
MEATIAN,Vic,3585,143.32,-35.57
MEENIYAN,Vic,3956,146.01,-38.58
MEERING WEST,Vic,3579,143.73,-35.91
MEERLIEU,Vic,3862,147.39,-38
MELBOURNE,Vic,3004,144.96,-37.81
MELBOURNE AIRPORT,Vic,3045,144.84,-37.67
MELTON,Vic,3337,144.58,-37.68
MELTON SOUTH,Vic,3338,144.57,-37.7
MELTON WEST,Vic,3337,144.57,-37.68
MELVILLE FOREST,Vic,3315,141.85,-37.51
MELWOOD,Vic,3875,147.51,-37.74
MENA PARK,Vic,3373,143.46,-37.53
MENTONE,Vic,3194,145.06,-37.98
MENZIES CREEK,Vic,3159,145.41,-37.92
MEPUNGA,Vic,3277,142.68,-38.44
MEPUNGA EAST,Vic,3277,142.72,-38.44
MEPUNGA WEST,Vic,3277,142.64,-38.42
MERBEIN,Vic,3505,142.06,-34.17
MERBEIN SOUTH,Vic,3505,142.03,-34.22
MERBEIN WEST,Vic,3505,142.01,-34.17
MEREDITH,Vic,3333,144.08,-37.84
MERINGUR,Vic,3496,141.33,-34.39
MERINO,Vic,3310,141.55,-37.72
MERNDA,Vic,3754,145.1,-37.6
MERRIANG,Vic,3737,146.68,-36.56
MERRIANG SOUTH,Vic,3737,146.68,-36.58
MERRICKS,Vic,3916,145.09,-38.39
MERRICKS BEACH,Vic,3926,145.1,-38.4
MERRICKS NORTH,Vic,3926,145.08,-38.35
MERRIGUM,Vic,3618,145.13,-36.37
MERRIJIG,Vic,3875,146.32,-37.11
MERRIJIG,Vic,3723,146.32,-37.11
MERRIMU,Vic,3340,144.45,-37.66
MERRINEE,Vic,3496,141.8,-34.37
MERTON,Vic,3715,145.71,-36.98
METCALFE,Vic,3448,144.42,-37.1
METCALFE EAST,Vic,3444,144.46,-37.15
METUNG,Vic,3904,147.85,-37.89
MIA MIA,Vic,3444,144.57,-37
MICKLEHAM,Vic,3064,144.88,-37.56
MIDDLE CREEK,Vic,3375,143.23,-37.4
MIDDLE PARK,Vic,3206,144.96,-37.85
MIDDLE TARWIN,Vic,3956,145.93,-38.66
MIEPOLL,Vic,3666,145.48,-36.61
MIGA LAKE,Vic,3409,141.63,-36.94
MILAWA,Vic,3678,146.43,-36.45
MILDURA,Vic,3500,142.14,-34.21
MILL PARK,Vic,3082,145.06,-37.67
MILLBROOK,Vic,3352,144.06,-37.59
MILLGROVE,Vic,3799,145.65,-37.75
MILLOO,Vic,3572,144.38,-36.33
MILLTOWN,Vic,3304,141.71,-38.05
MILNES BRIDGE,Vic,3579,144.09,-35.79
MINCHA,Vic,3575,144.08,-36
MINCHA WEST,Vic,3568,144.14,-35.91
MINERS REST,Vic,3352,143.8,-37.48
MINGAY,Vic,3324,143.33,-37.84
MINHAMITE,Vic,3287,142.35,-37.99
MINIMAY,Vic,3413,141.18,-36.71
MININERA,Vic,3351,142.96,-37.6
MINJAH,Vic,3276,142.44,-38.03
MINMINDIE,Vic,3537,143.75,-36.03
MINYIP,Vic,3392,142.59,-36.46
MIOWERA,Vic,3862,147.03,-37.47
MIRALIE,Vic,3596,143.32,-35.11
MIRAM,Vic,3415,141.35,-36.35
MIRBOO,Vic,3871,146.21,-38.47
MIRBOO NORTH,Vic,3871,146.16,-38.4
MIRIMBAH,Vic,3722,146.4,-37.11
MIRRANATWA,Vic,3294,142.39,-37.4
MITCHAM,Vic,3132,145.19,-37.82
MITCHELL PARK,Vic,3355,143.8,-37.51
MITCHELLSTOWN,Vic,3608,145.08,-36.86
MITIAMO,Vic,3573,144.23,-36.21
MITRE,Vic,3409,141.78,-36.73
MITTA MITTA,Vic,3701,147.38,-36.54
MITTYACK,Vic,3490,142.66,-35.16
MOCKINYA,Vic,3401,142.15,-36.95
MODELLA,Vic,3816,145.71,-38.19
MODEWARRE,Vic,3240,144.12,-38.27
MOE,Vic,3825,146.26,-38.17
MOE SOUTH,Vic,3825,146.27,-38.2
MOGGS CREEK,Vic,3231,144.06,-38.47
MOGLONEMBY,Vic,3666,145.54,-36.64
MOKEPILLY,Vic,3381,142.63,-37.09
MOLESWORTH,Vic,3718,145.54,-37.17
MOLIAGUL,Vic,3472,143.66,-36.75
MOLKA,Vic,3666,145.43,-36.69
MOLLONGGHIP,Vic,3352,144.04,-37.48
MOLOGA,Vic,3575,144.19,-36.16
MOLYULLAH,Vic,3673,146.16,-36.64
MONBULK,Vic,3793,145.41,-37.87
MONEGEETTA,Vic,3433,144.75,-37.41
MONGANS BRIDGE,Vic,3691,147.11,-36.59
MONOMAK,Vic,3860,146.83,-37.82
MONOMEITH,Vic,3984,145.51,-38.22
MONT ALBERT,Vic,3127,145.1,-37.82
MONT ALBERT NORTH,Vic,3129,145.11,-37.8
MONTGOMERY,Vic,3851,147.06,-38.03
MONTMORENCY,Vic,3094,145.12,-37.72
MONTROSE,Vic,3765,145.34,-37.81
MOOLAP,Vic,3221,144.42,-38.18
MOOLERR,Vic,3477,143.21,-36.64
MOOLORT,Vic,3465,143.91,-37.06
MOONAMBEL,Vic,3478,143.33,-36.99
MOONDARRA,Vic,3825,146.37,-38.02
MOONEE PONDS,Vic,3039,144.92,-37.77
MOONLIGHT FLAT,Vic,3450,143.66,-37.05
MOONLIGHT FLAT,Vic,3465,143.66,-37.05
MOORA,Vic,3612,144.94,-36.6
MOORABBIN,Vic,3189,145.04,-37.93
MOORABBIN AIRPORT,Vic,3194,145.09,-37.98
MOORABOOL,Vic,3221,144.31,-38.07
MOORALLA,Vic,3314,142.13,-37.4
MOORILIM,Vic,3610,145.3,-36.61
MOORMBOOL WEST,Vic,3523,144.9,-36.8
MOORNAPA,Vic,3862,147.2,-37.69
MOORNGAG,Vic,3673,146.05,-36.74
MOOROODUC,Vic,3933,145.1,-38.25
MOOROOLBARK,Vic,3138,145.31,-37.79
MOOROOPNA,Vic,3629,145.36,-36.39
MOOROOPNA NORTH,Vic,3629,145.3,-36.33
MOOROOPNA NORTH WEST,Vic,3616,145.26,-36.36
MORANDING,Vic,3764,144.93,-37.23
MORDIALLOC,Vic,3195,145.09,-38.01
MORGIANA,Vic,3301,141.84,-37.72
MORIAC,Vic,3240,144.18,-38.24
MORNINGTON,Vic,3931,145.04,-38.22
MOROKA,Vic,3860,146.94,-37.5
MORRISONS,Vic,3334,144.13,-37.78
MORRL MORRL,Vic,3387,142.93,-36.86
MORTLAKE,Vic,3272,142.81,-38.08
MORTON PLAINS,Vic,3482,142.88,-36.08
MORWELL,Vic,3840,146.39,-38.23
MOSSIFACE,Vic,3885,147.82,-37.74
MOUNT ALFRED,Vic,3709,147.61,-36
MOUNT BEAUTY,Vic,3699,147.17,-36.74
MOUNT BECKWORTH,Vic,3363,143.69,-37.31
MOUNT BEST,Vic,3960,146.3,-38.6
MOUNT BOLTON,Vic,3352,143.7,-37.36
MOUNT BRUNO,Vic,3675,146.16,-36.32
MOUNT BUFFALO,Vic,3740,146.82,-36.72
MOUNT BULLER,Vic,3723,146.45,-37.13
MOUNT BURNETT,Vic,3781,145.51,-37.98
MOUNT BUTE,Vic,3324,143.43,-37.89
MOUNT CAMEL,Vic,3523,144.72,-36.76
MOUNT CAMERON,Vic,3370,143.81,-37.2
MOUNT CLEAR,Vic,3350,143.87,-37.6
MOUNT COLE,Vic,3377,143.22,-37.25
MOUNT COLE CREEK,Vic,3377,143.13,-37.23
MOUNT COTTRELL,Vic,3024,144.61,-37.76
MOUNT DANDENONG,Vic,3767,145.36,-37.83
MOUNT DORAN,Vic,3334,144.05,-37.72
MOUNT DRYDEN,Vic,3381,142.52,-37.04
MOUNT DUNEED,Vic,3216,144.34,-38.24
MOUNT ECCLES,Vic,3953,141.92,-38.07
MOUNT ECCLES SOUTH,Vic,3953,145.99,-38.41
MOUNT EGERTON,Vic,3352,144.11,-37.63
MOUNT ELIZA,Vic,3930,145.09,-38.18
MOUNT EMU,Vic,3351,143.42,-37.6
MOUNT EVELYN,Vic,3796,145.38,-37.78
MOUNT FRANKLIN,Vic,3461,144.15,-37.27
MOUNT GLASGOW,Vic,3371,143.76,-37.21
MOUNT HELEN,Vic,3350,143.88,-37.62
MOUNT HOOGHLY,Vic,3472,143.67,-36.9
MOUNT LONARCH,Vic,3468,143.34,-37.26
MOUNT MACEDON,Vic,3441,144.59,-37.4
MOUNT MAJOR,Vic,3646,145.69,-36.36
MOUNT MARTHA,Vic,3934,145.01,-38.27
MOUNT MERCER,Vic,3352,143.87,-37.81
MOUNT MORIAC,Vic,3240,144.23,-38.21
MOUNT NAPIER,Vic,3301,142.06,-37.89
MOUNT PLEASANT,Vic,3350,143.85,-37.58
MOUNT PROSPECT,Vic,3364,144.04,-37.39
MOUNT RICHMOND,Vic,3305,141.34,-38.2
MOUNT ROWAN,Vic,3352,143.85,-37.5
MOUNT SABINE,Vic,3236,143.76,-38.64
MOUNT TASSIE,Vic,3844,146.56,-38.39
MOUNT TAYLOR,Vic,3875,147.6,-37.76
MOUNT TOOLEBEWONG,Vic,3777,145.56,-37.7
MOUNT WALLACE,Vic,3342,144.22,-37.75
MOUNT WAVERLEY,Vic,3149,145.13,-37.88
MOUNTAIN BAY,Vic,3723,146.08,-37.17
MOUNTAIN VIEW,Vic,3988,145.87,-38.29
MOUTAJUP,Vic,3294,142.23,-37.66
MOYARRA,Vic,3951,145.72,-38.48
MOYHU,Vic,3732,146.38,-36.58
MOYREISK,Vic,3477,143.38,-36.89
MOYSTON,Vic,3377,142.77,-37.3
MUCKATAH,Vic,3644,145.65,-36.01
MUCKLEFORD,Vic,3451,144.15,-37.06
MUCKLEFORD SOUTH,Vic,3462,144.12,-37.1
MUDGEGONGA,Vic,3737,146.86,-36.5
MULGRAVE,Vic,3170,145.16,-37.92
MUMBANNAR,Vic,3304,141.19,-37.93
MUNDOONA,Vic,3635,145.33,-36.15
MUNRO,Vic,3862,147.19,-37.92
MUNTHAM,Vic,3315,141.54,-37.58
MURCHISON,Vic,3610,145.22,-36.62
MURCHISON EAST,Vic,3610,145.24,-36.62
MURCHISON NORTH,Vic,3610,145.28,-36.56
MURGHEBOLUC,Vic,3221,144.14,-38.11
MURMUNGEE,Vic,3747,146.68,-36.45
MURNUNGIN,Vic,3544,143.25,-35.61
MURPHYS CREEK,Vic,3551,143.77,-36.75
MURRA WARRA,Vic,3401,142.23,-36.44
MURRABIT,Vic,3579,143.96,-35.53
MURRABIT WEST,Vic,3579,143.89,-35.51
MURRAWEE,Vic,3586,143.51,-35.3
MURRAYDALE,Vic,3586,143.56,-35.29
MURRAY-SUNSET,Vic,3490,141.64,-34.81
MURRAYVILLE,Vic,3512,141.18,-35.26
MURRINDAL,Vic,3885,148.21,-37.41
MURRINDINDI,Vic,3717,145.5,-37.33
MURROON,Vic,3243,143.81,-38.44
MURRUMBEENA,Vic,3163,145.07,-37.89
MURTOA,Vic,3390,142.47,-36.62
MUSK,Vic,3461,144.19,-37.37
MUSK VALE,Vic,3461,144.15,-37.38
MUSKERRY,Vic,3557,144.55,-36.65
MYALL,Vic,3579,142.75,-35.53
MYALL,Vic,3533,142.75,-35.53
MYAMYN,Vic,3304,141.72,-38
MYERS FLAT,Vic,3556,144.18,-36.69
MYOLA,Vic,3551,144.64,-36.63
MYRNIONG,Vic,3341,144.34,-37.62
MYRRHEE,Vic,3732,146.32,-36.73
MYRTLE CREEK,Vic,3551,144.42,-36.95
MYRTLEBANK,Vic,3851,147.03,-38.06
MYRTLEFORD,Vic,3737,146.73,-36.56
MYSIA,Vic,3518,143.76,-36.23
MYSTIC PARK,Vic,3579,143.73,-35.56
MYWEE,Vic,3641,145.5,-35.85
NAGAMBIE,Vic,3608,145.15,-36.78
NALANGIL,Vic,3249,143.46,-38.3
NALINGA,Vic,3646,145.74,-36.42
NAMBROK,Vic,3847,146.87,-38.05
NANDALY,Vic,3533,142.7,-35.31
NANGANA,Vic,3781,145.53,-37.88
NANGEELA,Vic,3312,141.35,-37.48
NANGILOC,Vic,3494,142.36,-34.48
NANNEELLA,Vic,3561,144.78,-36.31
NAP NAP MARRA,Vic,3860,146.81,-37.58
NAPOLEONS,Vic,3352,143.83,-37.68
NAR NAR GOON,Vic,3812,145.57,-38.08
NAR NAR GOON NORTH,Vic,3812,145.56,-38.01
NARBETHONG,Vic,3778,145.66,-37.56
NAREEB,Vic,3293,142.55,-37.84
NAREEN,Vic,3315,141.56,-37.37
NAREEWILLOCK,Vic,3525,143.44,-36.16
NARIEL VALLEY,Vic,3707,147.8,-36.49
NARING,Vic,3636,145.58,-36.06
NARINGAL,Vic,3277,142.71,-38.4
NARINGAL EAST,Vic,3277,142.8,-38.39
NAROGHID,Vic,3266,143.05,-38.26
NARRACAN,Vic,3824,146.23,-38.26
NARRAPORT,Vic,3483,143.06,-36
NARRAPUMELAP SOUTH,Vic,3293,142.64,-37.76
NARRAWONG,Vic,3285,141.71,-38.25
NARRE WARREN,Vic,3805,145.3,-38.03
NARRE WARREN EAST,Vic,3804,145.36,-37.96
NARRE WARREN NORTH,Vic,3804,145.32,-37.98
NARRE WARREN SOUTH,Vic,3805,145.29,-38.04
NARRUNG,Vic,3597,143.25,-34.78
NATHALIA,Vic,3638,145.2,-36.06
NATIMUK,Vic,3409,141.94,-36.74
NATTE YALLOCK,Vic,3465,143.47,-36.94
NATYA,Vic,3597,143.23,-34.96
NAVARRE,Vic,3384,143.12,-36.9
NAVIGATORS,Vic,3352,143.94,-37.61
NAYOOK,Vic,3832,145.95,-37.92
NEDS CORNER,Vic,3496,141.33,-34.14
NEEREMAN,Vic,3463,143.95,-36.9
NEERIM,Vic,3831,145.95,-37.96
NEERIM EAST,Vic,3831,146,-37.98
NEERIM JUNCTION,Vic,3832,145.96,-37.93
NEERIM NORTH,Vic,3832,146,-37.92
NEERIM SOUTH,Vic,3831,145.95,-38.02
NEILBOROUGH,Vic,3570,144.24,-36.57
NELSE,Vic,3699,147.3,-36.93
NELSON,Vic,3292,141.01,-38.05
NERRENA,Vic,3953,146.01,-38.51
NERRIN NERRIN,Vic,3351,143.02,-37.76
NERRINA,Vic,3350,143.89,-37.54
NERRING,Vic,3373,143.43,-37.5
NETHERBY,Vic,3418,141.65,-36.11
NEUARPURR,Vic,3413,141.06,-36.7
NEW GISBORNE,Vic,3438,144.6,-37.46
NEWBOROUGH,Vic,3825,146.3,-38.18
NEWBRIDGE,Vic,3551,143.9,-36.74
NEWBURY,Vic,3458,144.29,-37.41
NEWCOMB,Vic,3219,144.39,-38.17
NEWFIELD,Vic,3268,143.01,-38.56
NEWHAM,Vic,3442,144.59,-37.31
NEWHAVEN,Vic,3925,145.33,-38.52
NEWINGTON,Vic,3350,143.83,-37.56
NEWLANDS ARM,Vic,3875,147.7,-37.92
NEWLYN,Vic,3364,143.99,-37.41
NEWLYN NORTH,Vic,3364,143.99,-37.4
NEWMERELLA,Vic,3886,148.43,-37.74
NEWPORT,Vic,3015,144.88,-37.84
NEWRY,Vic,3859,146.89,-37.93
NEWSTEAD,Vic,3462,144.06,-37.11
NEWTOWN,Vic,3220,144.35,-38.16
NEWTOWN,Vic,3351,144.35,-38.16
NHILL,Vic,3418,141.65,-36.33
NICHOLS POINT,Vic,3501,142.19,-34.21
NICHOLSON,Vic,3882,147.74,-37.82
NIDDRIE,Vic,3042,144.89,-37.74
NILMA,Vic,3821,145.97,-38.17
NILMA NORTH,Vic,3821,145.99,-38.14
NINDA,Vic,3533,142.76,-35.45
NINE MILE,Vic,3518,143.46,-36.43
NINTINGBOOL,Vic,3351,143.72,-37.61
NINYEUNOOK,Vic,3527,143.4,-36
NIRRANDA,Vic,3268,142.76,-38.5
NIRRANDA EAST,Vic,3268,142.85,-38.48
NIRRANDA SOUTH,Vic,3268,142.79,-38.53
NOBLE PARK,Vic,3174,145.18,-37.97
NOBLE PARK NORTH,Vic,3174,145.19,-37.95
NOOJEE,Vic,3833,146,-37.89
NOORAT,Vic,3265,142.93,-38.19
NOORAT EAST,Vic,3265,142.98,-38.2
NOORINBEE,Vic,3890,149.17,-37.51
NOORINBEE NORTH,Vic,3890,149.2,-37.43
NORADJUHA,Vic,3409,141.96,-36.84
NORLANE,Vic,3214,144.36,-38.1
NORMANVILLE,Vic,3579,143.74,-35.81
NORONG,Vic,3682,146.32,-36.12
NORTH BENDIGO,Vic,3550,144.28,-36.74
NORTH BLACKWOOD,Vic,3458,144.37,-37.41
NORTH GEELONG,Vic,3215,144.35,-38.11
NORTH MELBOURNE,Vic,3051,144.95,-37.8
NORTH SHORE,Vic,3214,144.37,-38.1
NORTH WANGARATTA,Vic,3678,146.34,-36.33
NORTH WARRANDYTE,Vic,3113,145.22,-37.73
NORTH WONTHAGGI,Vic,3995,145.61,-38.59
NORTHCOTE,Vic,3070,145,-37.77
NORTHWOOD,Vic,3660,145.11,-36.96
NORVAL,Vic,3377,142.85,-37.26
NOTTING HILL,Vic,3168,145.14,-37.9
NOWA NOWA,Vic,3887,148.09,-37.73
NOWHERE CREEK,Vic,3469,143.3,-37.13
NOWIE,Vic,3585,143.27,-35.31
NUG NUG,Vic,3737,146.71,-36.66
NUGGETTY,Vic,3463,144.06,-36.94
NULLA VALE,Vic,3435,144.75,-37.17
NULLAWARRE,Vic,3268,142.75,-38.47
NULLAWARRE NORTH,Vic,3268,142.8,-38.44
NULLAWIL,Vic,3529,143.18,-35.85
NUMURKAH,Vic,3636,145.44,-36.09
NUNAWADING,Vic,3131,145.18,-37.82
NUNGURNER,Vic,3909,147.89,-37.88
NUNNIONG,Vic,3896,147.93,-37.25
NURCOUNG,Vic,3401,141.7,-36.66
NURRABIEL,Vic,3401,142.03,-36.92
NURRAN,Vic,3888,148.53,-37.52
NUTFIELD,Vic,3099,145.18,-37.61
NYAH,Vic,3594,143.38,-35.18
NYAH WEST,Vic,3595,143.34,-35.19
NYARRIN,Vic,3533,142.69,-35.39
NYERIMILANG,Vic,3909,147.93,-37.87
NYORA,Vic,3987,145.67,-38.33
NYRRABY,Vic,3585,143.25,-35.22
OAK PARK,Vic,3046,144.92,-37.72
OAKLANDS JUNCTION,Vic,3063,144.84,-37.61
OAKLEIGH,Vic,3166,145.09,-37.9
OAKLEIGH EAST,Vic,3166,145.11,-37.9
OAKLEIGH SOUTH,Vic,3167,145.09,-37.93
OAKVALE,Vic,3540,143.58,-35.92
OCEAN GRANGE,Vic,3880,147.77,-37.97
OCEAN GROVE,Vic,3226,144.52,-38.27
OFFICER,Vic,3809,145.41,-38.06
OFFICER SOUTH,Vic,3809,145.41,-38.09
OLD TALLANGATTA,Vic,3700,147.26,-36.19
OLINDA,Vic,3788,145.36,-37.86
OMBERSLEY,Vic,3241,143.84,-38.21
OMEO,Vic,3898,147.59,-37.1
OMEO VALLEY,Vic,3898,147.61,-36.95
ONDIT,Vic,3249,143.64,-38.25
ORBOST,Vic,3888,148.45,-37.71
ORFORD,Vic,3284,142.1,-38.2
ORMOND,Vic,3204,145.04,-37.9
ORRVALE,Vic,3631,145.45,-36.4
OSBORNES FLAT,Vic,3691,146.89,-36.31
OUTTRIM,Vic,3951,145.78,-38.49
OUYEN,Vic,3490,142.31,-35.07
OVENS,Vic,3738,146.76,-36.59
OXLEY,Vic,3678,146.38,-36.44
OXLEY FLATS,Vic,3678,146.39,-36.4
OZENKADNOOK,Vic,3413,141.33,-36.84
PAARATTE,Vic,3268,142.98,-38.54
PAINSWICK,Vic,3551,143.74,-36.82
PAKENHAM,Vic,3810,145.48,-38.08
PAKENHAM SOUTH,Vic,3810,145.5,-38.14
PAKENHAM UPPER,Vic,3810,145.53,-37.99
PANITYA,Vic,3512,141.03,-35.13
PANMURE,Vic,3265,142.73,-38.33
PANTON HILL,Vic,3759,145.24,-37.64
PARADISE,Vic,3477,143.11,-36.83
PARADISE BEACH,Vic,3851,147.42,-38.2
PARAPARAP,Vic,3240,144.18,-38.3
PARK ORCHARDS,Vic,3114,145.22,-37.78
PARKDALE,Vic,3195,145.08,-37.99
PARKVILLE,Vic,3052,144.96,-37.79
PARWAN,Vic,3340,144.47,-37.71
PASCHENDALE,Vic,3315,141.59,-37.66
PASCOE VALE,Vic,3044,144.93,-37.73
PASCOE VALE SOUTH,Vic,3044,144.95,-37.74
PASTORIA,Vic,3444,144.59,-37.21
PASTORIA EAST,Vic,3444,144.61,-37.17
PATCHEWOLLOCK,Vic,3491,142.19,-35.38
PATHO,Vic,3564,144.43,-36.01
PATTERSON LAKES,Vic,3197,145.14,-38.07
PATYAH,Vic,3318,141.25,-36.9
PAYNESVILLE,Vic,3880,147.72,-37.92
PEARCEDALE,Vic,3912,145.23,-38.2
PEARSONDALE,Vic,3851,147.04,-38.13
PEECHELBA,Vic,3678,146.23,-36.19
PEECHELBA EAST,Vic,3678,146.26,-36.17
PELLUEBLA,Vic,3727,145.98,-36.2
PENNYROYAL,Vic,3235,143.84,-38.42
PENSHURST,Vic,3289,142.29,-37.88
PENTAL ISLAND,Vic,3586,143.6,-35.38
PENTLAND HILLS,Vic,3341,144.41,-37.66
PERCYDALE,Vic,3478,143.41,-37.06
PERONNE,Vic,3413,141.38,-36.72
PERRY BRIDGE,Vic,3862,147.26,-38
PETERBOROUGH,Vic,3270,142.87,-38.6
PETTICOAT CREEK,Vic,3233,143.73,-38.72
PHEASANT CREEK,Vic,3757,145.29,-37.48
PIANGIL,Vic,3597,143.31,-35.05
PICOLA,Vic,3639,145.11,-36
PICOLA WEST,Vic,3639,145.06,-35.96
PIEDMONT,Vic,3833,145.95,-37.89
PIER MILAN,Vic,3533,142.64,-35.24
PIGEON PONDS,Vic,3407,141.67,-37.3
PIGGOREET,Vic,3351,143.64,-37.72
PIMPINIO,Vic,3401,142.12,-36.59
PINE GROVE,Vic,3573,144.41,-36.22
PINE LODGE,Vic,3631,145.53,-36.35
PINE MOUNTAIN,Vic,3709,147.86,-36.02
PINE VIEW,Vic,3579,143.66,-35.8
PIONEER BAY,Vic,3984,145.55,-38.38
PIPERS CREEK,Vic,3444,144.54,-37.25
PIRA,Vic,3585,143.35,-35.26
PIRIES,Vic,3723,146.13,-37.14
PIRRON YALLOCK,Vic,3249,143.44,-38.35
PITFIELD,Vic,3351,143.58,-37.8
PITTONG,Vic,3360,143.48,-37.67
PLENTY,Vic,3090,145.12,-37.67
PLUMPTON,Vic,3335,144.66,-37.68
POINT COOK,Vic,3030,144.75,-37.91
POINT LEO,Vic,3916,145.08,-38.42
POINT LONSDALE,Vic,3225,144.61,-38.29
POINT WILSON,Vic,3212,144.5,-38.02
POLISBET,Vic,3585,143.14,-35.27
POMBORNEIT,Vic,3260,143.3,-38.3
POMBORNEIT EAST,Vic,3249,143.37,-38.29
POMBORNEIT NORTH,Vic,3260,143.32,-38.24
POMONAL,Vic,3381,142.61,-37.19
POMPAPIEL,Vic,3571,144.08,-36.34
